area,area_title,area_type,naics,naics_title,occ_code,occ_title,tot_emp,a_median
44940,"Sumter, SC",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",500,"40,950"
44940,"Sumter, SC",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",440,"45,420"
44940,"Sumter, SC",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",110,"48,010"
45060,"Syracuse, NY",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2610,"61,630"
45060,"Syracuse, NY",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1610,"66,780"
45060,"Syracuse, NY",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",3010,"67,770"
45220,"Tallahassee, FL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1050,"42,670"
45220,"Tallahassee, FL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",620,"42,650"
45220,"Tallahassee, FL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",980,"43,860"
45300,"Tampa-St. Petersburg-Clearwater, FL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",11440,"44,720"
45460,"Terre Haute, IN",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",490,"52,970"
45460,"Terre Haute, IN",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",170,"48,580"
45460,"Terre Haute, IN",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",680,"50,740"
45500,"Texarkana-Texarkana, TX-AR",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",630,"41,470"
45500,"Texarkana-Texarkana, TX-AR",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",420,"43,770"
45500,"Texarkana-Texarkana, TX-AR",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",490,"48,040"
45780,"Toledo, OH",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2980,"55,200"
45780,"Toledo, OH",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1530,"51,300"
45780,"Toledo, OH",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1490,"56,890"
45820,"Topeka, KS",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1180,"48,980"
45820,"Topeka, KS",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",450,"51,870"
45820,"Topeka, KS",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",730,"48,960"
45940,"Trenton-Ewing, NJ",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1860,"61,130"
45940,"Trenton-Ewing, NJ",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",950,"66,520"
45940,"Trenton-Ewing, NJ",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1950,"66,170"
46060,"Tucson, AZ",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",3180,"37,830"
46060,"Tucson, AZ",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1630,"38,320"
46060,"Tucson, AZ",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1960,"38,500"
46140,"Tulsa, OK",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",3970,"43,640"
46140,"Tulsa, OK",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1710,"42,750"
46140,"Tulsa, OK",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2830,"43,550"
46220,"Tuscaloosa, AL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1030,"47,660"
46220,"Tuscaloosa, AL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",300,"47,330"
46220,"Tuscaloosa, AL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",520,"44,650"
46340,"Tyler, TX",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1150,"45,630"
46340,"Tyler, TX",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",570,"44,800"
46340,"Tyler, TX",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",880,"47,310"
46540,"Utica-Rome, NY",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1510,"55,720"
46540,"Utica-Rome, NY",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",430,"58,400"
46540,"Utica-Rome, NY",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1000,"54,940"
46660,"Valdosta, GA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",470,"50,640"
46660,"Valdosta, GA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",410,"49,160"
46660,"Valdosta, GA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",200,"46,890"
46700,"Vallejo-Fairfield, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1090,"63,550"
46700,"Vallejo-Fairfield, CA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"55,040"
46700,"Vallejo-Fairfield, CA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",860,"50,960"
47220,"Vineland-Millville-Bridgeton, NJ",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1070,"60,800"
47220,"Vineland-Millville-Bridgeton, NJ",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",560,"59,250"
47220,"Vineland-Millville-Bridgeton, NJ",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",670,"60,870"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",7790,"52,640"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",3550,"56,810"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",5290,"53,200"
47300,"Visalia-Porterville, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2340,"67,340"
47300,"Visalia-Porterville, CA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"57,010"
47300,"Visalia-Porterville, CA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1200,"66,300"
47380,"Waco, TX",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1460,"45,060"
47380,"Waco, TX",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",790,"45,560"
47380,"Waco, TX",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1200,"46,880"
47580,"Warner Robins, GA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",880,"54,700"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",24830,"65,130"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",11280,"65,380"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",17130,"65,950"
47940,"Waterloo-Cedar Falls, IA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",800,"46,600"
47940,"Waterloo-Cedar Falls, IA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",280,"53,710"
47940,"Waterloo-Cedar Falls, IA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",600,"43,240"
48140,"Wausau, WI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",570,"55,170"
48140,"Wausau, WI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",360,"57,750"
48300,"Wenatchee-East Wenatchee, WA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",490,"61,500"
48300,"Wenatchee-East Wenatchee, WA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",160,"63,930"
48300,"Wenatchee-East Wenatchee, WA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",280,"64,520"
48540,"Wheeling, WV-OH",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",550,"49,550"
48540,"Wheeling, WV-OH",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"45,810"
48540,"Wheeling, WV-OH",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",470,"46,270"
48620,"Wichita, KS",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",3100,"41,650"
48620,"Wichita, KS",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1540,"46,930"
48620,"Wichita, KS",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1840,"47,250"
48660,"Wichita Falls, TX",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1090,"45,220"
48660,"Wichita Falls, TX",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",400,"46,250"
48660,"Wichita Falls, TX",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",850,"48,360"
48700,"Williamsport, PA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",740,"62,170"
48700,"Williamsport, PA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",230,"57,430"
48700,"Williamsport, PA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",310,"61,530"
48900,"Wilmington, NC",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1230,"40,200"
48900,"Wilmington, NC",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",940,"39,970"
48900,"Wilmington, NC",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",890,"41,530"
49020,"Winchester, VA-WV",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",590,"48,600"
49020,"Winchester, VA-WV",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",260,"55,560"
49020,"Winchester, VA-WV",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",240,"59,170"
49180,"Winston-Salem, NC",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1550,"42,540"
49180,"Winston-Salem, NC",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",850,"41,240"
49180,"Winston-Salem, NC",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1150,"42,780"
49420,"Yakima, WA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1210,"58,640"
49420,"Yakima, WA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",520,"58,490"
49420,"Yakima, WA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",610,"59,520"
49500,"Yauco, PR",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",980,"34,240"
49620,"York-Hanover, PA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1650,"64,570"
49620,"York-Hanover, PA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",550,"63,910"
49620,"York-Hanover, PA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1460,"62,280"
49660,"Youngstown-Warren-Boardman, OH-PA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2460,"54,540"
49660,"Youngstown-Warren-Boardman, OH-PA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1170,"59,140"
49660,"Youngstown-Warren-Boardman, OH-PA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2100,"59,530"
49700,"Yuba City, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",730,"63,310"
