area,area_title,area_type,naics,naics_title,occ code,occ title,tot_emp,a_median
18,Indiana,2,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",140,41650
19,Iowa,2,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",3900,24040
19,Iowa,2,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",990,50030
19,Iowa,2,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",80,50370
19,Iowa,2,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",280,58120
19,Iowa,2,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",860,56100
19,Iowa,2,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",460,56820
20,Kansas,2,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",720,47890
20,Kansas,2,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",290,44680
20,Kansas,2,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",630,48340
21,Kentucky,2,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",380,53080
22,Louisiana,2,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",120,47860
23,Maine,2,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",880,49960
23,Maine,2,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",50,32480
23,Maine,2,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",1290,51220
24,Maryland,2,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",240,59640
24,Maryland,2,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",920,66440
25,Massachusetts,2,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",830,66000
26,Michigan,2,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",390,61940
26,Michigan,2,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",2050,65970
27,Minnesota,2,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",1330,60400
28,Mississippi,2,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",2060,24970
28,Mississippi,2,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",270,46140
28,Mississippi,2,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",70,35600
28,Mississippi,2,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",800,42030
29,Missouri,2,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",2350,45070
29,Missouri,2,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",1330,49810
29,Missouri,2,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",170,42810
30,Montana,2,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",450,44230
30,Montana,2,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",2420,55890
30,Montana,2,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",3440,48460
30,Montana,2,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",190,48930
30,Montana,2,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",880,52030
30,Montana,2,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",270,49400
30,Montana,2,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",690,38880
31,Nebraska,2,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",1460,31840
31,Nebraska,2,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",1170,47910
31,Nebraska,2,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",120,53350
31,Nebraska,2,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",570,52750
31,Nebraska,2,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",110,51650
31,Nebraska,2,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",960,52240
31,Nebraska,2,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",80,49530
32,Nevada,2,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",440,51950
32,Nevada,2,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",560,54820
33,New Hampshire,2,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",90,64130
33,New Hampshire,2,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",380,57580
33,New Hampshire,2,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",50,48930
33,New Hampshire,2,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",630,57340
34,New Jersey,2,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",130,64070
34,New Jersey,2,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",2120,67900
34,New Jersey,2,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",350,62700
35,New Mexico,2,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",310,54790
35,New Mexico,2,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",570,48140
35,New Mexico,2,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",720,51280
37,North Carolina,2,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",5010,46950
38,North Dakota,2,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",570,35410
38,North Dakota,2,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",660,44360
38,North Dakota,2,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",730,49660
38,North Dakota,2,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",140,53070
38,North Dakota,2,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",370,50440
39,Ohio,2,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",1170,52240
40,Oklahoma,2,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",2480,38750
40,Oklahoma,2,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",220,47780
40,Oklahoma,2,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",880,46350
40,Oklahoma,2,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",80,33200
40,Oklahoma,2,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",130,48410
41,Oregon,2,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",1190,56900
41,Oregon,2,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",220,54260
41,Oregon,2,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",180,67850
41,Oregon,2,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",1120,61060
41,Oregon,2,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",740,60050
41,Oregon,2,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",1020,60580
41,Oregon,2,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",1120,72740
42,Pennsylvania,2,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",800,57170
42,Pennsylvania,2,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",3550,61250
44,Rhode Island,2,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",450,69870
44,Rhode Island,2,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",150,79120
44,Rhode Island,2,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",40,72030
44,Rhode Island,2,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",740,70970
44,Rhode Island,2,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",450,71090
44,Rhode Island,2,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",490,71630
44,Rhode Island,2,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",450,49090
45,South Carolina,2,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",900,51910
45,South Carolina,2,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",150,47650
45,South Carolina,2,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",1370,52610
45,South Carolina,2,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",40,39320
46,South Dakota,2,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",3850,40690
46,South Dakota,2,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",50,45580
46,South Dakota,2,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",40,39130
46,South Dakota,2,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",290,43020
47,Tennessee,2,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",310,42930
47,Tennessee,2,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",800,52340
47,Tennessee,2,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",350,61210
48,Texas,2,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",310,54560
49,Utah,2,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",1370,23030
49,Utah,2,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",590,43320
49,Utah,2,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",90,46410
49,Utah,2,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",330,43450
49,Utah,2,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",570,38330
49,Utah,2,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",170,52730
50,Vermont,2,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",50,57740
50,Vermont,2,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",330,58140
50,Vermont,2,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",80,52560
50,Vermont,2,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",760,52970
50,Vermont,2,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",280,57350
50,Vermont,2,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",560,59080
50,Vermont,2,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",30,64600
51,Virginia,2,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",440,54640
51,Virginia,2,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",700,62290
54,West Virginia,2,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",1170,30640
54,West Virginia,2,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",580,46470
54,West Virginia,2,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",760,45240
55,Wisconsin,2,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",130,69570
55,Wisconsin,2,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",730,53260
55,Wisconsin,2,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",180,38250
55,Wisconsin,2,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",210,47850
56,Wyoming,2,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",880,26130
56,Wyoming,2,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",460,56190
56,Wyoming,2,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",1170,59740
56,Wyoming,2,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",100,59320
56,Wyoming,2,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",80,47900
56,Wyoming,2,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",240,59130
56,Wyoming,2,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",290,57650
66,Guam,3,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",70,30390
66,Guam,3,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",80,48020
66,Guam,3,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",960,44560
66,Guam,3,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",610,41460
78,Virgin Islands,3,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",170,25850
78,Virgin Islands,3,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",110,22600
10180,"Abilene, TX",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",80,42960
10180,"Abilene, TX",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",50,40330
10180,"Abilene, TX",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",890,46740
10180,"Abilene, TX",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",50,48120
10180,"Abilene, TX",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",30,39990
